,Year,LocationAbbr,LocationDesc,Topic,Question,Low_Confidence_Limit,Data_Value,High_Confidence_Limit,Sample_Size,NumPolicies
78,2011,AL,Alabama,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,23.3,24.7,26.2,"7,415",7.0
79,2011,AL,Alabama,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,23.3,24.7,26.2,"7,415",7.0
80,2011,AL,Alabama,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),40.7,42.4,44.0,"7,191",7.0
81,2011,AL,Alabama,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),40.7,42.4,44.0,"7,191",7.0
82,2011,AL,Alabama,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),40.7,42.4,44.0,"7,191",7.0
83,2011,AL,Alabama,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),40.7,42.4,44.0,"7,191",7.0
84,2011,AL,Alabama,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),40.7,42.4,44.0,"7,191",7.0
85,2011,AL,Alabama,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),40.7,42.4,44.0,"7,191",7.0
86,2011,AL,Alabama,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),40.7,42.4,44.0,"7,191",7.0
87,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
88,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
89,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
90,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
91,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
92,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
93,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
94,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
95,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
96,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
97,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
98,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
99,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
100,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
101,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
102,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
103,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
104,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
105,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
106,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
107,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
108,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
109,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
110,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
111,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
112,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
113,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
114,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
115,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
116,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
117,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,28.8,30.9,33.1,"4,527",31.0
118,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
119,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
120,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
121,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
122,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
123,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
124,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
125,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
126,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
127,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
128,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
129,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
130,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
131,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
132,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
133,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
134,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
135,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
136,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
137,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
138,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
139,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
140,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
141,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
142,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
143,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
144,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
145,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
146,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
147,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
148,2011,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.9,36.2,"4,527",31.0
149,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
150,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
151,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
152,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
153,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
154,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
155,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
156,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
157,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
158,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
159,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
160,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
161,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
162,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
163,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
164,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
165,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
166,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
167,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
168,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
169,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.3,45.7,48.1,"4,268",21.0
170,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
171,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
172,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
173,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
174,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
175,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
176,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
177,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
178,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
179,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
180,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
181,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
182,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
183,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
184,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
185,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
186,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
187,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
188,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
189,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
190,2011,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.6,24.7,26.9,"4,397",21.0
191,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,14.8,16.7,18.8,"4,220",21.0
192,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,14.8,16.7,18.8,"4,220",21.0
193,2011,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,14.8,16.7,18.8,"4,220",21.0
